htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
njp.32101067568012,8959931,28782814,,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,vol. 9,,"The works of Francis Beaumont, and Mr. John Fletcher",0.89,500,522,1.0,s,1750,    ,1750
njp.32101067568020,8959931,28782814,,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,vol. 8,,"The works of Francis Beaumont, and Mr. John Fletcher",0.9,447,462,1.0,s,1750,    ,1750
njp.32101067568038,8959931,28782814,,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,vol. 7,,"The works of Francis Beaumont, and Mr. John Fletcher",0.9,477,492,1.0,s,1750,    ,1750
njp.32101067568046,8959931,28782814,,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,vol. 5,,"The works of Francis Beaumont, and Mr. John Fletcher",0.9,529,550,1.0,s,1750,    ,1750
njp.32101067568053,8959931,28782814,,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,vol. 4,,"The works of Francis Beaumont, and Mr. John Fletcher",0.89,458,478,1.0,s,1750,    ,1750
njp.32101067568061,8959931,28782814,,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,vol. 3,,"The works of Francis Beaumont, and Mr. John Fletcher",0.89,472,490,1.0,s,1750,    ,1750
njp.32101067568079,8959931,28782814,,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,vol. 2,,"The works of Francis Beaumont, and Mr. John Fletcher",0.89,429,456,1.0,s,1750,    ,1750
nyp.33433074906268,8663172,2742080,PR2421.T45 1750,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,v. 4,,The works of Francis Beaumont and John Fletcher,0.93,460,476,1.0,s,1750,    ,1750
nyp.33433074906276,8663172,2742080,PR2421.T45 1750,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,v. 5,,The works of Francis Beaumont and John Fletcher,0.93,528,542,1.0,s,1750,    ,1750
nyp.33433074906284,8663172,2742080,PR2421.T45 1750,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,v. 6,,The works of Francis Beaumont and John Fletcher,0.94,439,452,1.0,s,1750,    ,1750
nyp.33433074906292,8663172,2742080,PR2421.T45 1750,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,v. 7,,The works of Francis Beaumont and John Fletcher,0.94,477,494,1.0,s,1750,    ,1750
nyp.33433074906748,8663172,2742080,PR2421.T45 1750,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,v. 1,,The works of Francis Beaumont and John Fletcher,0.87,385,560,1.0,s,1750,    ,1750
nyp.33433074906755,8663172,2742080,PR2421.T45 1750,"Beaumont, Francis,",London;Printed for J. and R. Tonson and S. Draper;1750.,1750,enk,v. 2,,The works of Francis Beaumont and John Fletcher,0.93,427,454,1.0,s,1750,    ,1750
pst.000006513320,7025559,80673657,,"Beaumont, Francis,",London;Tonson & Draper;1750.,1750,xx ,v.1,,Works of F. Beaumont and J. Fletcher,0.81,381,554,1.0,s,1750,    ,1750
uc2.ark+=13960=t9765c40r,1112367,7956263,PR1241.L6 vol. 34,"Whitehead, William,","London;Printed for R. Dodsley, and sold by M. Cooper;1750.",1750,enk,,Horatii;Drama,The Roman father,0.86,87,108,1.0,s,1750,    ,1750
njp.32101071962730,8980618,8077188,,"Molière,",Glasgow;R. Urie;1751.,1751,stk,vol. 5,,The works of Molière,0.77,292,374,0.999,s,1751,    ,1751
njp.32101071962748,8980618,8077188,,"Molière,",Glasgow;R. Urie;1751.,1751,stk,vol. 3,,The works of Molière,0.69,269,332,1.0,s,1751,    ,1751
njp.32101068586146,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v.1,,The works of Shakespeare,0.86,389,458,1.0,s,1752,    ,1752
njp.32101068586153,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v.2,,The works of Shakespeare,0.89,435,446,1.0,s,1752,    ,1752
njp.32101068586161,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v.3,,The works of Shakespeare,0.9,424,436,1.0,s,1752,    ,1752
njp.32101068586179,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v.4,,The works of Shakespeare,0.89,470,482,0.997,s,1752,    ,1752
njp.32101068586187,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v.5,,The works of Shakespeare,0.89,405,422,1.0,s,1752,    ,1752
njp.32101068586195,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v.6,,The works of Shakespeare,0.9,470,484,1.0,s,1752,    ,1752
njp.32101068586203,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v.7,,The works of Shakespeare,0.9,423,434,1.0,s,1752,    ,1752
njp.32101068586211,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v.8,,The works of Shakespeare,0.84,353,432,1.0,s,1752,    ,1752
nyp.33433074950415,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v. 2,,The works of Shakespeare,0.89,434,452,1.0,s,1752,    ,1752
nyp.33433074950423,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v. 3,,The works of Shakespeare,0.9,425,442,1.0,s,1752,    ,1752
nyp.33433074950431,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v. 4,,The works of Shakespeare,0.88,470,494,0.996,s,1752,    ,1752
nyp.33433074950449,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v. 5,,The works of Shakespeare,0.88,403,430,1.0,s,1752,    ,1752
nyp.33433074950456,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v. 6,,The works of Shakespeare,0.88,469,496,1.0,s,1752,    ,1752
nyp.33433074950464,4128367,2687038,,"Shakespeare, William,","London;Printed for J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch, J. Hodges, J. Brindley, J. and R. Tonson and S. Draper, B. Dod, and C. Corbet;1752.",1752,enk,v. 7,,The works of Shakespeare,0.9,423,444,1.0,s,1752,    ,1752
hvd.ht11mk,9707666,11845973,,"Congreve, William,",Dublin;G. Risk;1753.,1753,ie ,,,The mourning bride;,0.86,65,80,1.0,s,1753,    ,1753
mdp.39015013161172,479583,23642913,,"Hill, Aaron,",n. p.;1753-60.,1753,xx ,v.6,,Works,0.78,346,422,1.0,m,1753,1760,1753-1760
mdp.39015013161180,479583,23642913,,"Hill, Aaron,",n. p.;1753-60.,1753,xx ,v.5,,Works,0.77,365,457,1.0,m,1753,1760,1753-1760
njp.32101066368042,8926761,63599976,,"Shakespeare, William,","Edinburgh;Printed by Sands, Murray, and Cochran, for W.Sands [and others;1753.",1753,stk,vol. 6,,The works of Shakespeare,0.87,395,404,1.0,s,1753,    ,1753
njp.32101066368059,8926761,63599976,,"Shakespeare, William,","Edinburgh;Printed by Sands, Murray, and Cochran, for W.Sands [and others;1753.",1753,stk,vol. 5,,The works of Shakespeare,0.87,354,364,1.0,s,1753,    ,1753
njp.32101066368067,8926761,63599976,,"Shakespeare, William,","Edinburgh;Printed by Sands, Murray, and Cochran, for W.Sands [and others;1753.",1753,stk,vol. 4,,The works of Shakespeare,0.87,405,416,0.998,s,1753,    ,1753
njp.32101066368091,8926761,63599976,,"Shakespeare, William,","Edinburgh;Printed by Sands, Murray, and Cochran, for W.Sands [and others;1753.",1753,stk,vol. 1,,The works of Shakespeare,0.82,331,414,1.0,s,1753,    ,1753
nnc1.1002310988,8405280,4185054,PR3328.B6 1753,"Buckingham, John Sheffield,",London;Printed for D. Browne [etc.;1753.,1753,enk,v.1,,"The works of John Sheffield, Earl of Mulgrave, Marquis of Normanby, and Duke of Buckingham",0.73,178,356,1.0,s,1753,    ,1753
nyp.33433074915632,1018669,19967480,PR2952,"Lennox, Charlotte,",London;A. Millar;1753-,1753,enk,v. 2,"1564-1616;Shakespeare, William;Sources",Shakespear illustrated;,0.7,135,296,1.0,m,1753,1754,1753
uc2.ark+=13960=t3jw87v2n,1022559,2664360,PR1241.L6 vol. 43,"Moore, Edward,",London;R. Francklin [etc.;1753.,1753,enk,,,The gamester,0.87,88,102,1.0,s,1753,    ,1753
mdp.39015016466883,226717,3321259,PR1241.L6 v. 43,"Whitehead, William,",London;R. and J. Dodsley [etc.;1754.,1754,enk,,,"Crėu̇sa, queen of Athens",0.86,81,98,1.0,s,1754,    ,1754
njp.32101036887097,9471425,8659148,,"Rowe, Nicholas,",London;Printed for Henry Lintot.;1754.,1754,enk,,"d. 1527?;Drama;Shore, Jane",The tragedy of Jane Shore,0.81,62,84,1.0,s,1754,    ,1754
nyp.33433074907290,1022216,3466443,PR 3461 F68C75 1754,"Francis, Philip,",London;A. Millar;1754.,1754,enk,,,Constantine,0.84,71,94,1.0,s,1754,    ,1754
uc2.ark+=13960=t9k35pb64,226717,3321259,PR1241.L6 v. 43,"Whitehead, William,",London;R. and J. Dodsley [etc.;1754.,1754,enk,,,"Crėu̇sa, queen of Athens",0.85,81,96,1.0,s,1754,    ,1754
hvd.hx4mbx,9706839,16616691,,"Kennedy, Archibald,",New-York;Printed [by James Parker] for the author;1755.,1755,nyu,,"History;To 1775;Politics and government;French and Indian War, 1754-1763;United States;New York (State)","Serious advice to the inhabitants of the northern-colonies, on the present situation of affairs",0.69,52,78,1.0,s,1755,    ,1755
njp.32101037603717,9472183,11850223,,"Congreve, William,",London;J. and R. Tonson;1756.,1756,enk,,,The way of the world,0.85,87,110,1.0,s,1756,    ,1756
njp.32101037603725,9472184,3367842,,"Congreve, William,",London;Printed for J. and R. Tonson;1756.,1756,enk,,,Love for love,0.86,101,116,1.0,s,1756,    ,1756
njp.32101037605746,9472210,4708050,,"Chetwood, W. R.","Dublin;Printed for, and sold by W.R. Chetwood;1756.",1756,ie ,,"1573?-1637;Jonson, Ben","Memoirs of the life and writings of Ben Jonson, Esq;",0.76,127,228,0.999,s,1756,    ,1756
njp.32101037606140,9472414,6958266,,"Howard, Robert,",Dublin;Printed for G. Risk;1756.,1756,ie ,,,The committee,0.83,85,110,1.0,s,1756,    ,1756
njp.32101073245423,9012257,2340005,,"Jonson, Ben,",London;D. Midwinter;1756.,1756,enk,v. 4,,The works of Ben. Jonson,0.88,453,492,0.999,s,1756,    ,1756
njp.32101073245431,9012257,2340005,,"Jonson, Ben,",London;D. Midwinter;1756.,1756,enk,v. 3,,The works of Ben. Jonson,0.88,414,438,1.0,s,1756,    ,1756
njp.32101073245449,9012257,2340005,,"Jonson, Ben,",London;D. Midwinter;1756.,1756,enk,v. 1,,The works of Ben. Jonson,0.84,418,528,0.998,s,1756,    ,1756
njp.32101073245456,9012257,2340005,,"Jonson, Ben,",London;D. Midwinter;1756.,1756,enk,v. 2,,The works of Ben. Jonson,0.86,511,566,1.0,s,1756,    ,1756
nnc1.0022636021,8394407,30529074,,"Jonson, Ben,",London;D. Midwinter [etc.;1756.,1756,enk,v.4,,The works,0.88,457,484,1.0,s,1756,    ,1756
nnc1.0044122764,8394407,30529074,,"Jonson, Ben,",London;D. Midwinter [etc.;1756.,1756,enk,v.1,,The works,0.85,416,514,0.998,s,1756,    ,1756
nnc1.0315301028,8394407,30529074,,"Jonson, Ben,",London;D. Midwinter [etc.;1756.,1756,enk,v.2,,The works,0.88,514,554,1.0,s,1756,    ,1756
nnc1.0315301036,8394407,30529074,,"Jonson, Ben,",London;D. Midwinter [etc.;1756.,1756,enk,v.3,,The works,0.88,412,432,1.0,s,1756,    ,1756
pst.000006518905,7517034,63921221,,"Jonson, Ben,",London;Printed for D. Midwinter [etc.;1756].,1756,xx ,v.5,,Works,0.66,207,456,1.0,s,1756,    ,1756
pst.000007916755,7517034,63921221,,"Jonson, Ben,",London;Printed for D. Midwinter [etc.;1756].,1756,xx ,v.3,,Works,0.89,418,432,1.0,s,1756,    ,1756
pst.000017074780,7517034,63921221,,"Jonson, Ben,",London;Printed for D. Midwinter [etc.;1756].,1756,xx ,v.1,,Works,0.84,415,518,0.998,s,1756,    ,1756
pst.000055165235,7517034,63921221,,"Jonson, Ben,",London;Printed for D. Midwinter [etc.;1756].,1756,xx ,v.4,,Works,0.88,457,484,1.0,s,1756,    ,1756
uc2.ark+=13960=t6vx07g34,7668456,3377686,,"Murphy, Arthur,",London;P. Vaillant;1756.,1756,xx ,,,The apprentice,0.85,50,64,1.0,s,1756,    ,1756
njp.32101067568186,8959936,777069037,,"Shakespeare, William,","London;Printed for C. Hitch, L. Hawes..etc.;1757.",1757,enk,vol. 7,,The works of Shakespeare,0.89,418,440,1.0,s,1757,    ,1757
nyp.33433074905138,8663284,639000,,"Otway, Thomas,",London;C. Hitch and L. Hawes [etc.;1757.,1757,xx ,v. 3,,The works of Mr. Thomas Otway;,0.91,323,388,0.998,s,1757,    ,1757
nyp.33433074905146,8663284,639000,,"Otway, Thomas,",London;C. Hitch and L. Hawes [etc.;1757.,1757,xx ,v. 2,,The works of Mr. Thomas Otway;,0.93,404,422,1.0,s,1757,    ,1757
nyp.33433074905153,8663284,639000,,"Otway, Thomas,",London;C. Hitch and L. Hawes [etc.;1757.,1757,xx ,v. 1,,The works of Mr. Thomas Otway;,0.92,309,340,1.0,s,1757,    ,1757
uc2.ark+=13960=t1hh6fd6t,7659969,319988507,,"Garrick, David,","London;P. Vaillant, et al.;1757-1776.",1757,enk,,,Garrick's dramatic works. Volume 3,0.88,271,286,1.0,s,1757,1776,1757-1776
hvd.hxg8z3,9708876,5912220,,"Portal, Abraham,",London;Printed for Josiah Graham and E. Withers;1758.,1758,enk,,,Olindo and Sophronia,0.85,183,208,1.0,s,1758,    ,1758
njp.32101037604301,9472190,11767657,,"Centlivre, Susanna,",London;C. Hitch;1758.,1758,enk,,,The wonder,0.87,80,98,1.0,s,1758,    ,1758
mdp.39015065444799,559372,3347788,PR3545.M4 1759,"Mallet, David,",London;A. Millar and P. Vaillant;1759.,1759,enk,v.2,,The works of David Mallet,0.87,234,252,0.999,s,1759,    ,1759
nyp.33433074906821,8663234,3290436,,"Mason, William,",London;J. Knapton;1759.,1759,enk,,Caractacus;fl. 48-51,Caractacus,0.84,84,112,1.0,s,1759,    ,1759
nyp.33433074912001,8662927,740242,PR3737.A1 1759,"Vanbrugh, John,",London;C. Hitch and L. Hawes [etc.;MDCCLIX.,1759,enk,v. 1,,Plays,0.92,365,398,1.0,s,1759,    ,"<unparsed=""MDCCLIX"">"
nyp.33433074912019,8662927,740242,PR3737.A1 1759,"Vanbrugh, John,",London;C. Hitch and L. Hawes [etc.;MDCCLIX.,1759,enk,v. 2,,Plays,0.92,332,358,1.0,s,1759,    ,"<unparsed=""MDCCLIX"">"
nyp.33433081617874,8674133,5971964,,"Brumoy, Pierre,",London;Millar;1759.,1759,enk,v.1,Greek drama;Translations into English;History and criticism,The Greek theatre of Father Brumoy,0.67,261,590,0.993,s,1759,    ,1759
nyp.33433081618765,7708470,5505897,PA4414.A1F6 1759,Sophocles.,"London;Printed for R. Francklin;1759, '58.",1759,enk,v.1,,The tragedies of Sophocles,0.85,289,332,1.0,m,1759,1758,1759
nyp.33433082192984,7708470,5505897,PA4414.A1F6 1759,Sophocles.,"London;Printed for R. Francklin;1759, '58.",1759,enk,v. 2,,The tragedies of Sophocles,0.86,386,412,0.996,m,1759,1758,1759
uc2.ark+=13960=t2k64bz1c,1022583,2498854,PR3605.M9O7 1759,"Murphy, Arthur,",London;P. Vaillant;1759.,1759,enk,,,The orphan of China,0.88,289,368,0.999,s,1759,    ,1759
uc2.ark+=13960=t3qv3d93b,7674982,13243020,,"Townley, James,",London;Newbery;1759.,1759,enk,,,High life below stairs;,0.83,53,64,1.0,s,1759,    ,1759
uc2.ark+=13960=t41r72q72,7708470,5505897,PA4414.A1F6 1759,Sophocles.,"London;Printed for R. Francklin;1759, '58.",1759,enk,v.1-2,,The tragedies of Sophocles,0.83,683,790,0.998,m,1759,1758,1759
uc2.ark+=13960=t81j9p67k,1022457,4990065,PR1171.Z5 vol. 7,"Mason, William,",London;J. Knapton [etc.;1759.,1759,enk,,,Caractacus,0.82,86,104,0.999,s,1759,    ,1759
hvd.hxjimh,1019490,5150569,PR3339.C6 1761,"Centlivre, Susanna,",London;Printed for J. Knapton;1760-1761.,1760,enk,v.1,,The works of the celebrated Mrs. Centlivre ; with a new account of her life,0.89,375,398,1.0,m,1760,1761,1760-1761
hvd.hxjimi,1019490,5150569,PR3339.C6 1761,"Centlivre, Susanna,",London;Printed for J. Knapton;1760-1761.,1760,enk,v.2,,The works of the celebrated Mrs. Centlivre ; with a new account of her life,0.89,373,388,0.999,m,1760,1761,1760-1761
hvd.hxjimj,1019490,5150569,PR3339.C6 1761,"Centlivre, Susanna,",London;Printed for J. Knapton;1760-1761.,1760,enk,v.3,,The works of the celebrated Mrs. Centlivre ; with a new account of her life,0.89,369,388,1.0,m,1760,1761,1760-1761
njp.32101037604970,9471549,6795390,,"Foote, Samuel,",London;J. Coote;1760.,1760,enk,,"Whitefield, George;Drama;1714-1770",The minor,0.87,91,106,1.0,s,1760,    ,1760
njp.32101037718739,9472053,43878585,,,Edinburgh;A. Donaldson;1760.,1760,stk,v.3,English drama;Restoration,A Select collection of English plays from the best authors,0.93,408,426,0.999,s,1760,    ,1760
njp.32101037718747,9472053,43878585,,,Edinburgh;A. Donaldson;1760.,1760,stk,v.2,English drama;Restoration,A Select collection of English plays from the best authors,0.92,371,400,1.0,s,1760,    ,1760
nyp.33433067303374,8618407,37187119,PR3515.H16 1760,"Hill, Aaron,",London;Printed for T. Lownds;1760.,1760,enk,v. 1,,"The dramatic works of Aaron Hill, esq;",0.9,389,462,0.949,s,1760,    ,1760
nyp.33433067303382,8618407,37187119,PR3515.H16 1760,"Hill, Aaron,",London;Printed for T. Lownds;1760.,1760,enk,v. 2,,"The dramatic works of Aaron Hill, esq;",0.91,367,416,1.0,s,1760,    ,1760
uc2.ark+=13960=t0gt5gg7r,7670992,13310242,,"Rich, John,",Dublin;Faulkner;1760.,1760,ie ,,,The spirit of contradiction,0.83,34,44,1.0,s,1760,    ,1760
uva.x000445345,9793399,15724277,,"Townley, James,","London;Printed for J. Newbury ... R. Bailye, at Litchfield; J. Leake and W. Frederick, at Bath; B. Collins, at Salisbury; and S. Stabler, at York;1760.",1760,enk,,,High life below stairs,0.87,53,64,0.997,s,1760,    ,1760
njp.32101037603980,9471532,3368584,,"Cibber, Colley,","London;Printed for J. and R. Tonson, S. Crowder and Co. [etc.;1761.",1761,enk,,,The double gallant,0.88,101,116,1.0,s,1761,    ,1761
nyp.33433067315618,8619050,37548644,,"Voltaire,","London;Printed for J. Newbery;1761-1774 [v. 1, 1762",1761,enk,v. 5,,Works,0.79,247,326,1.0,m,1761,1774,1761-1774
nyp.33433067315659,8619050,37548644,,"Voltaire,","London;Printed for J. Newbery;1761-1774 [v. 1, 1762",1761,enk,v. 9,,Works,0.84,242,312,1.0,m,1761,1774,1761-1774
nyp.33433067315709,8619050,37548644,,"Voltaire,","London;Printed for J. Newbery;1761-1774 [v. 1, 1762",1761,enk,v. 14,,Works,0.8,214,294,0.999,m,1761,1774,1761-1774
nyp.33433067315717,8619050,37548644,,"Voltaire,","London;Printed for J. Newbery;1761-1774 [v. 1, 1762",1761,enk,v. 15,,Works,0.84,221,281,1.0,m,1761,1774,1761-1774
nyp.33433067315741,8619050,37548644,,"Voltaire,","London;Printed for J. Newbery;1761-1774 [v. 1, 1762",1761,enk,v. 18,,Works,0.86,232,270,1.0,m,1761,1774,1761-1774
nyp.33433067315816,8619050,37548644,,"Voltaire,","London;Printed for J. Newbery;1761-1774 [v. 1, 1762",1761,enk,v. 25,,Works,0.83,229,282,1.0,m,1761,1774,1761-1774
nyp.33433067315832,8619050,37548644,,"Voltaire,","London;Printed for J. Newbery;1761-1774 [v. 1, 1762",1761,enk,v. 27,,Works,0.83,265,338,0.999,m,1761,1774,1761-1774
